"","CASE","SERIAL","REF","QUESTNNR","MODE","STARTED","QE01_01","QE01_02","QE01_03","QE01_04","QE01_05","QE01_06","QE01_07","SD01","SD02_01","SD03","SD03_09","TC01_01","TC01_02","TC02_01","TC02_02","KV01_01","KV01_02","KV01_03","KV01_04","KV01_05","KV01_06","KV01_07","KV02_01","KV02_02","KV02_03","KV02_04","KV03_01","KV03_02","KV03_03","KV03_04","GR01_CP","GR01","GR02_01","GR02_02","GR02_03","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME010","TIME_SUM","MAILSENT","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI","DEG_TIME"
"325",581,"N5W6JM",NA,"base","interview","2018-10-08 18:16:12",4,4,6,6,6,6,6,1,70,8,"",4,NA,NA,NA,7,7,7,6,7,7,7,2,2,2,1,NA,NA,NA,NA,32,5,1,0,0,40,71,47,NA,128,61,17,62,21,13,460,NA,"2018-10-08 18:23:52",1,0,10,10,0,0,0.89,6
"326",582,"02T94G",NA,"base","interview","2018-10-08 18:16:56",6,4,4,6,3,6,4,1,36,8,"",3,4,5,1,5,5,7,6,7,5,6,2,2,2,4,2,3,3,3,32,7,2,1,-1,8,32,20,30,123,27,27,36,12,11,326,NA,"2018-10-08 18:22:22",1,0,10,10,0,0,1.37,19
"327",585,"6QCD1H",NA,"base","interview","2018-10-08 18:23:42",6,6,7,2,4,5,6,2,75,8,"",2,NA,NA,NA,6,6,7,6,2,2,2,1,1,1,1,7,7,7,5,32,5,1,0,0,16,33,32,NA,23,30,15,54,16,22,241,NA,"2018-10-08 18:27:43",1,0,10,10,0,0,1.39,34
"328",586,"FX2SDY",NA,"base","interview","2018-10-08 18:23:56",5,2,3,5,2,3,5,2,39,8,"",5,5,4,4,7,5,4,5,5,4,4,5,6,5,4,NA,NA,NA,NA,32,1,1,1,1,7,33,22,23,36,31,35,45,39,3,274,NA,"2018-10-08 18:28:30",1,0,10,10,0,0,1.57,45
"329",587,"KBIU1Y",NA,"base","interview","2018-10-08 18:24:53",3,3,3,4,4,5,4,1,41,7,"",3,4,5,1,5,5,7,6,7,6,6,1,1,1,1,NA,NA,NA,NA,32,9,2,-1,-1,7,37,62,26,138,62,41,45,24,23,465,NA,"2018-10-08 18:32:38",1,0,10,10,0,0,0.95,6
"330",588,"CG38IF",NA,"base","interview","2018-10-08 18:25:21",6,3,3,6,6,6,6,2,65,8,"",4,4,2,2,5,5,6,5,2,4,2,1,2,3,2,5,5,2,3,32,4,1,-1,-1,11,92,58,29,193,72,50,91,52,25,673,NA,"2018-10-08 18:36:34",1,0,10,10,0,0,0.65,0
"331",589,"Q3G6K2",NA,"base","interview","2018-10-08 18:25:55",5,4,5,6,5,5,6,2,39,8,"",4,4,2,1,7,7,7,7,6,5,7,1,1,1,1,6,5,5,4,32,4,1,-1,-1,6,60,31,57,94,51,34,59,28,4,424,NA,"2018-10-08 18:32:59",1,0,10,10,0,0,1.18,20
"332",590,"B75DNU",NA,"base","interview","2018-10-08 18:27:17",4,3,4,6,3,5,5,1,38,7,"",4,4,4,1,5,5,6,6,5,5,6,1,1,2,1,NA,NA,NA,NA,32,4,1,-1,-1,6,44,26,31,213,195,34,65,55,38,707,NA,"2018-10-08 18:39:04",1,0,10,10,0,0,0.83,5
"333",591,"1Z5UZX",NA,"base","interview","2018-10-08 18:29:13",5,2,5,4,5,7,6,1,46,8,"",3,2,4,1,6,4,6,4,2,4,7,1,1,1,1,NA,NA,NA,NA,32,4,1,-1,-1,20,244,28,34,183,60,39,57,21,6,692,NA,"2018-10-08 18:40:45",1,0,10,10,0,0,0.95,9
"334",592,"FS4SI7",NA,"base","interview","2018-10-08 18:33:22",4,1,2,6,1,4,5,1,31,8,"",4,5,5,1,7,7,7,7,7,6,7,3,3,2,2,NA,NA,NA,NA,33,9,2,-1,-1,2,60,32,20,118,65,29,36,21,9,392,NA,"2018-10-08 18:39:54",1,0,10,10,0,0,1.32,32
"335",593,"14LLGL",NA,"base","interview","2018-10-08 18:34:40",6,6,5,5,6,6,6,1,55,8,"",3,NA,NA,NA,7,7,7,7,5,5,7,3,5,4,5,6,6,6,6,33,10,2,0,0,12,46,39,NA,77,38,13,37,23,17,302,NA,"2018-10-08 18:39:42",1,0,10,10,0,0,1.22,14
"336",595,"E2MNU2",NA,"base","interview","2018-10-08 18:44:16",7,5,7,5,7,7,7,2,58,8,"",4,5,5,5,7,5,7,5,6,4,6,1,2,1,2,6,4,5,5,33,3,1,-1,1,14,72,24,46,87,43,35,74,26,23,444,NA,"2018-10-08 18:51:40",1,0,10,10,0,0,0.88,4
"337",596,"JKD7KN",NA,"base","interview","2018-10-08 18:44:41",4,5,4,6,4,6,6,2,46,8,"",3,3,4,4,6,6,7,6,6,6,7,4,5,4,3,NA,5,5,4,33,1,1,1,1,6,48,21,19,27,27,23,45,30,22,268,NA,"2018-10-08 18:49:09",1,0,10,10,0,0,1.45,32
"338",597,"HBWQ81",NA,"base","interview","2018-10-08 18:50:11",5,4,4,7,4,6,7,1,48,8,"",4,2,3,3,6,6,6,5,2,4,5,6,6,6,6,NA,NA,NA,NA,33,6,2,1,1,5,17,10,19,22,23,23,29,11,16,175,NA,"2018-10-08 18:53:06",1,0,10,10,0,0,2.04,64
"339",598,"G0CLWW",NA,"base","interview","2018-10-08 18:50:25",6,7,1,6,3,6,7,1,46,8,"",4,5,5,5,7,7,7,7,7,5,7,1,2,1,4,NA,NA,NA,NA,33,6,2,1,1,6,22,38,67,113,47,33,31,17,4,378,NA,"2018-10-08 18:56:43",1,0,10,10,0,0,1.4,29
"340",601,"EKTIBB",NA,"base","interview","2018-10-08 18:52:19",5,5,6,7,5,6,6,2,53,5,"",5,5,4,4,6,5,7,7,3,3,6,3,1,3,3,4,4,4,4,33,6,2,1,1,13,44,24,35,144,47,38,77,23,22,467,NA,"2018-10-08 19:00:06",1,0,10,10,0,0,0.89,1
"341",602,"YF8OZB",NA,"base","interview","2018-10-08 18:53:04",6,4,4,7,4,5,4,2,48,7,"",5,5,4,4,6,6,7,6,2,4,7,5,6,6,5,NA,NA,NA,NA,33,6,2,1,1,16,34,26,58,96,63,22,75,31,32,453,NA,"2018-10-08 19:00:37",1,0,10,10,0,0,0.89,5
"342",604,"V6H04B",NA,"base","interview","2018-10-08 18:56:47",5,4,3,5,3,5,6,2,34,7,"",4,4,4,2,6,6,6,6,4,5,4,5,6,6,4,NA,NA,NA,NA,33,2,1,1,-1,18,35,32,23,103,48,22,43,22,9,355,NA,"2018-10-08 19:02:42",1,0,10,10,0,0,1.16,11
"343",606,"OD8TCR",NA,"base","interview","2018-10-08 19:03:04",7,3,4,7,7,7,7,1,52,8,"",1,NA,NA,NA,7,7,7,7,4,7,7,1,6,3,5,NA,NA,NA,NA,34,10,2,0,0,17,54,24,NA,176,33,7,60,11,20,402,NA,"2018-10-08 19:09:46",1,0,10,10,0,0,1.26,27
"344",608,"W4DQ9I",NA,"base","interview","2018-10-08 19:15:30",7,6,7,5,6,6,7,2,50,6,"",4,4,4,5,6,6,7,6,3,4,6,1,1,1,1,NA,NA,NA,NA,34,1,1,1,1,10444,41,83,140,145,111,115,63,702,15,744,NA,"2018-10-08 22:33:09",1,0,10,10,0,0,0.51,1
"345",609,"IF93O2",NA,"base","interview","2018-10-08 19:26:43",7,5,7,7,7,7,7,2,33,8,"",4,4,5,5,7,7,7,7,3,4,6,2,5,4,3,NA,NA,NA,NA,34,3,1,-1,1,376,51,24,18,198,26,21,59,20,2,430,NA,"2018-10-08 19:39:58",1,0,10,10,0,0,1.26,46
"346",611,"MYDF0N",NA,"base","interview","2018-10-08 19:27:01",7,4,4,7,7,7,7,2,38,5,"",4,4,5,5,5,2,7,7,7,1,7,1,3,1,1,3,NA,3,1,34,1,1,1,1,20,120,346,55,212,94,86,121,64,46,849,NA,"2018-10-08 19:46:25",1,0,10,10,0,0,0.41,0
"347",613,"5J6T3A",NA,"base","interview","2018-10-08 19:31:33",5,2,4,5,1,4,4,2,43,8,"",4,NA,NA,NA,7,5,7,7,5,5,7,1,1,1,1,6,5,6,4,34,5,1,0,0,12,27,23,NA,99,25,8,37,10,9,250,NA,"2018-10-08 19:35:43",1,0,10,10,0,0,1.69,39
"348",614,"J0F8Z3",NA,"base","interview","2018-10-08 19:39:51",6,5,5,7,6,5,6,1,54,9,"Promotion",4,4,4,1,6,5,7,5,6,4,7,3,6,4,5,NA,NA,NA,NA,34,7,2,1,-1,16,66,46,56,142,49,48,68,43,22,556,NA,"2018-10-08 19:49:07",1,0,10,10,0,0,0.7,0
"349",616,"8VVFSX",NA,"base","interview","2018-10-08 19:56:14",7,4,5,7,5,7,7,1,31,7,"",4,4,4,1,7,7,7,6,7,6,7,1,1,1,1,NA,NA,NA,NA,34,2,1,1,-1,8,38,30,36,110,43,40,44,20,10,379,NA,"2018-10-08 20:02:33",1,0,10,10,0,0,1.11,8
"350",617,"56FIT3",NA,"base","interview","2018-10-08 19:56:42",2,3,2,4,2,3,4,2,58,9,"lebenskünstler",2,5,5,1,6,6,6,5,7,6,5,1,1,1,1,3,4,4,2,34,9,2,-1,-1,15,57,52,40,31,48,38,97,67,36,481,NA,"2018-10-08 20:04:43",1,0,10,10,0,0,0.89,14
"351",618,"A07UKL",NA,"base","interview","2018-10-08 20:03:37",6,4,4,7,6,6,6,2,34,8,"",5,5,5,2,6,6,7,5,2,4,5,4,4,4,3,NA,NA,NA,NA,34,9,2,-1,-1,155,66,45,381,275,53,91,48,15,14,649,NA,"2018-10-08 20:22:40",1,0,10,10,0,0,0.67,3
"352",619,"9Q88FR",NA,"base","interview","2018-10-08 20:04:12",7,7,4,3,7,7,7,1,41,8,"",4,4,4,1,6,2,6,2,3,4,7,1,1,1,1,4,4,4,4,34,9,2,-1,-1,4,30,26,23,137,64,36,75,17,10,422,NA,"2018-10-08 20:11:14",1,0,10,10,0,0,1.27,18
"353",620,"FJIJ8I",NA,"base","interview","2018-10-08 20:15:22",3,1,3,3,6,5,6,1,31,8,"",3,3,5,3,5,2,4,4,6,5,2,7,4,5,3,NA,NA,NA,NA,35,2,1,1,-1,2,6,3,30,76,45,5,75,70,10,322,NA,"2018-10-08 20:20:44",1,0,10,10,0,0,1.82,132
"354",621,"JRMOO4",NA,"base","interview","2018-10-08 20:19:55",4,3,5,5,7,7,6,1,30,7,"",3,3,3,5,4,1,4,1,3,2,2,1,1,1,1,NA,NA,NA,NA,35,3,1,-1,1,21,57,20,31,146,86,41,57,23,14,496,NA,"2018-10-08 20:28:11",1,0,10,10,0,0,0.89,3
"355",622,"AX7K2E",NA,"base","interview","2018-10-08 20:26:06",6,5,5,6,6,6,7,1,39,8,"",5,3,3,3,6,7,6,6,7,5,7,1,2,2,1,7,7,7,6,35,3,1,-1,1,11,27,36,19,126,29,73,40,19,11,391,NA,"2018-10-08 20:32:37",1,0,10,10,0,0,1.19,14
"356",623,"ZWXNBT",NA,"base","interview","2018-10-08 20:26:20",3,3,1,7,1,4,5,1,34,8,"",3,3,5,5,7,7,7,2,7,5,5,5,6,5,4,NA,NA,NA,NA,35,3,1,-1,1,9,226,89,55,83,49,31,105,24,4,675,NA,"2018-10-08 20:37:35",1,0,10,10,0,0,1,18
"357",624,"WZ0LQZ",NA,"base","interview","2018-10-08 20:35:04",5,7,5,5,5,7,7,2,57,8,"",5,5,2,1,7,7,7,7,7,7,7,3,3,3,3,NA,NA,NA,NA,35,7,2,1,-1,8,27,11,29,64,27,20,29,26,20,261,NA,"2018-10-08 20:39:25",1,0,10,10,0,0,1.54,29
"358",625,"5IRY60",NA,"base","interview","2018-10-08 20:36:33",3,6,4,6,7,5,3,2,51,8,"",5,2,5,5,1,6,7,7,7,6,7,4,5,5,3,NA,NA,NA,NA,35,8,2,-1,1,7,54,33,23,62,55,47,77,22,22,402,NA,"2018-10-08 20:43:15",1,0,10,10,0,0,1.04,9
"359",626,"VF22BH",NA,"base","interview","2018-10-08 20:36:35",5,5,5,6,4,5,6,2,59,8,"",4,1,3,3,7,7,7,7,5,4,7,4,4,3,3,5,NA,5,NA,35,1,1,1,1,10,44,35,21,87,45,42,60,18,26,388,NA,"2018-10-08 20:43:03",1,0,10,10,0,0,1.02,5
"360",627,"669EEW",NA,"base","interview","2018-10-08 20:37:14",4,3,5,7,3,4,4,1,9,8,"",3,4,5,5,5,3,5,5,5,3,5,5,2,2,2,NA,NA,NA,NA,35,8,2,-1,1,9,52,37,36,120,88,24,50,20,16,452,NA,"2018-10-08 20:44:46",1,0,10,10,0,0,0.96,3
"361",629,"DTD197",NA,"base","interview","2018-10-08 20:41:57",6,2,4,4,4,6,6,2,58,8,"",4,4,4,4,4,4,6,4,4,1,5,1,1,1,1,NA,NA,NA,NA,35,1,1,1,1,7,32,19,20,75,32,23,44,11,16,279,NA,"2018-10-08 20:46:36",1,0,10,10,0,0,1.45,22
"362",632,"YMMI8S",NA,"base","interview","2018-10-08 20:45:34",3,2,4,3,2,5,5,2,31,8,"",3,NA,NA,NA,6,4,5,4,3,6,5,3,6,2,3,5,6,6,5,35,5,1,0,0,3,41,38,NA,88,41,10,50,14,16,301,NA,"2018-10-08 20:50:35",1,0,10,10,0,0,1.54,32
"363",633,"AL3SIX",NA,"base","interview","2018-10-08 20:45:42",6,6,5,7,7,7,7,1,35,9,"abgeschlossenes Hochschulstudium und abgeschlossene Promotion",5,NA,NA,NA,2,3,7,4,5,6,7,3,3,3,3,NA,NA,NA,NA,35,10,2,0,0,13,43,31,NA,164,48,8,76,55,2,440,NA,"2018-10-08 20:53:02",1,0,10,10,0,0,1.29,54
"364",635,"QT5G5J",NA,"base","interview","2018-10-08 20:50:38",5,6,6,7,5,7,6,1,38,8,"",4,NA,NA,NA,7,6,7,5,6,4,6,4,3,5,3,6,6,6,5,35,10,2,0,0,14,37,18,NA,88,26,6,33,12,16,250,NA,"2018-10-08 20:54:48",1,0,10,10,0,0,1.57,41
"365",636,"XZ8DZE",NA,"base","interview","2018-10-08 20:51:02",7,7,4,7,5,7,7,2,27,8,"",5,NA,NA,NA,6,5,7,6,2,7,4,5,7,5,6,NA,NA,NA,NA,35,10,2,0,0,45,42,165,NA,332,56,11,58,15,12,736,NA,"2018-10-08 21:03:18",1,0,10,10,0,0,1,14
"366",639,"G87A2I",NA,"base","interview","2018-10-08 20:59:38",5,3,4,6,2,7,4,1,40,8,"",4,NA,NA,NA,6,4,6,5,6,4,6,1,1,1,1,2,4,3,2,36,5,1,0,0,20,41,73,NA,145,68,12,80,54,12,505,NA,"2018-10-08 21:08:03",1,0,10,10,0,0,0.93,11
"367",640,"T6S8X9",NA,"base","interview","2018-10-08 21:11:16",4,4,4,4,4,4,4,1,57,8,"",3,3,3,1,4,4,4,5,6,6,7,1,1,1,1,NA,NA,NA,NA,36,2,1,1,-1,24,46,39,45,137,47,40,55,41,25,499,NA,"2018-10-08 21:19:35",1,0,10,10,0,0,0.76,0
"368",641,"JA2W6S",NA,"base","interview","2018-10-08 21:14:35",7,7,6,7,7,7,7,1,70,9,"Promotion",4,5,5,2,6,6,7,7,7,4,7,3,4,3,3,NA,NA,NA,NA,36,7,2,1,-1,26,69,33,38,97,40,46,93,48,27,517,NA,"2018-10-08 21:23:12",1,0,10,10,0,0,0.74,2
"369",643,"L59QFM",NA,"base","interview","2018-10-08 21:34:13",4,1,4,6,5,7,7,2,19,7,"",4,4,4,1,3,3,5,1,2,2,1,1,1,1,1,NA,NA,NA,NA,36,4,1,-1,-1,202,38,43,25,128,49,38,55,17,7,411,NA,"2018-10-08 21:44:15",1,0,10,10,0,0,1.03,9
"370",644,"KJXTJ6",NA,"base","interview","2018-10-08 21:36:16",4,4,7,7,7,7,7,1,67,8,"",4,3,3,3,6,2,7,7,7,4,6,5,7,4,7,7,7,7,7,36,4,1,-1,-1,20,73,63,40,32,50,111,141,42,9,581,NA,"2018-10-08 21:45:57",1,0,10,10,0,0,0.93,17
"371",646,"J5GPJT",NA,"base","interview","2018-10-08 21:54:02",6,6,5,2,5,6,7,1,46,8,"",5,5,2,1,6,6,7,6,6,5,6,6,7,4,5,5,5,6,4,37,9,2,-1,-1,14,50,39,26,144,27,22,52,18,21,413,NA,"2018-10-08 22:00:55",1,0,10,10,0,0,1.05,7
"372",647,"34ZJE2",NA,"base","interview","2018-10-08 22:14:24",7,7,7,7,7,7,7,1,24,7,"",5,5,5,1,6,6,6,6,6,4,6,3,5,3,3,NA,NA,NA,NA,37,7,2,1,-1,9,1994,36,74,150,46,26,189,15,3,592,NA,"2018-10-08 22:56:46",1,0,10,10,0,0,1.01,25
"373",648,"VJBQ99",NA,"base","interview","2018-10-08 22:18:07",5,4,5,5,5,4,5,2,25,8,"",2,4,4,4,7,7,7,7,7,7,7,1,1,1,1,NA,NA,NA,NA,37,1,1,1,1,3,23,11,15,10,13,15,23,8,4,125,NA,"2018-10-08 22:20:12",1,0,10,10,0,0,2.56,130
"374",650,"C7Z5TH",NA,"base","interview","2018-10-08 22:19:13",6,6,6,6,6,6,6,2,40,9,"Kirchliches Examen",3,3,4,4,7,7,7,7,7,5,7,1,1,1,1,NA,NA,NA,NA,37,1,1,1,1,123,17,15,17,26,24,21,34,27,20,212,NA,"2018-10-08 22:24:37",1,0,10,10,0,0,1.61,44
"375",651,"2PRURU",NA,"base","interview","2018-10-08 22:30:20",6,6,5,6,6,6,7,2,56,8,"",4,3,3,1,7,6,7,6,5,4,7,4,5,4,4,6,5,6,4,37,2,1,1,-1,11,80,38,39,125,58,60,69,51,39,570,NA,"2018-10-08 22:39:50",1,0,10,10,0,0,0.7,0
"376",652,"Q7OR1T",NA,"base","interview","2018-10-08 22:31:35",6,5,5,7,5,6,6,2,23,7,"",5,5,5,1,5,3,7,7,5,3,5,5,3,3,3,NA,NA,NA,NA,37,7,2,1,-1,15,51,32,54,111,37,28,54,20,31,433,NA,"2018-10-08 22:38:48",1,0,10,10,0,0,0.9,2
"377",653,"CLT53Z",NA,"base","interview","2018-10-08 22:38:48",6,6,5,7,5,7,6,1,30,9,"Promotion",4,4,5,1,6,3,7,6,7,2,5,2,2,2,2,6,5,5,3,37,2,1,1,-1,9,40,80,35,225,44,36,55,36,12,572,NA,"2018-10-08 22:48:21",1,0,10,10,0,0,0.89,4
"378",654,"HXEUWE",NA,"base","interview","2018-10-08 22:42:52",6,6,6,7,6,7,7,2,32,7,"",4,2,5,5,5,3,6,4,3,3,6,5,6,4,5,NA,NA,NA,NA,37,6,2,1,1,3,25,29,29,63,34,18,52,8,7,268,NA,"2018-10-08 22:47:20",1,0,10,10,0,0,1.76,41
"379",655,"RVREX0",NA,"base","interview","2018-10-08 22:45:37",7,5,5,6,6,5,6,2,60,7,"",4,4,2,3,7,1,7,2,7,1,7,1,1,1,1,NA,NA,NA,NA,37,8,2,-1,1,10,43,35,26,131,39,35,88,24,18,449,NA,"2018-10-08 22:53:06",1,0,10,10,0,0,0.95,3
"380",657,"E5AFM3",NA,"base","interview","2018-10-08 22:50:59",3,3,5,5,3,6,6,2,48,8,"",4,NA,NA,NA,7,7,7,7,3,2,7,1,1,1,1,5,5,5,2,37,5,1,0,0,41,20,30,NA,139,46,9,52,16,11,364,NA,"2018-10-08 22:57:03",1,0,10,10,0,0,1.34,24
"381",659,"48SK7P",NA,"base","interview","2018-10-08 22:55:44",7,7,6,7,7,7,7,2,60,8,"",5,NA,NA,NA,7,7,7,7,7,5,7,4,5,4,4,7,7,7,5,37,5,1,0,0,15,90,30,NA,162,38,9,49,23,53,469,NA,"2018-10-08 23:03:33",1,0,10,10,0,0,1.05,15
"382",660,"O1KEK2",NA,"base","interview","2018-10-08 22:58:12",6,7,5,7,5,4,6,1,63,9,"Fachschule",4,NA,NA,NA,6,6,6,6,7,5,6,6,6,5,4,NA,NA,NA,NA,38,10,2,0,0,18,94,56,NA,139,71,12,78,41,15,524,NA,"2018-10-08 23:06:56",1,0,10,10,0,0,0.87,9
"383",661,"K8W76H",NA,"base","interview","2018-10-08 23:11:49",5,4,5,7,4,4,6,1,65,7,"",5,5,5,2,7,6,6,4,5,6,6,5,5,5,4,5,6,5,5,38,9,2,-1,-1,8,42,122,39,226,79,50,121,44,28,759,NA,"2018-10-08 23:24:28",1,0,10,10,0,0,0.66,2
"384",662,"BVMU9Z",NA,"base","interview","2018-10-08 23:14:40",2,5,4,5,4,4,4,1,48,8,"",5,5,4,4,4,2,3,3,4,2,2,5,5,5,6,4,5,5,6,38,8,2,-1,1,3,17,7,15,8,11,10,10,18,14,113,NA,"2018-10-08 23:16:33",1,0,10,10,0,0,2.49,143
"385",663,"EML3Y3",NA,"base","interview","2018-10-08 23:16:05",6,7,7,7,5,7,7,2,28,8,"",4,1,3,3,1,1,1,1,7,3,1,3,4,3,3,7,7,6,4,38,8,2,-1,1,2,26,16,11,46,27,24,42,16,13,223,NA,"2018-10-08 23:19:48",1,0,10,10,0,0,1.87,56
"386",664,"7MJQNQ",NA,"base","interview","2018-10-08 23:18:29",6,6,7,7,5,7,7,2,57,8,"",5,2,1,1,7,7,7,7,7,5,7,1,1,1,1,7,7,7,6,38,4,1,-1,-1,3,60,35,29,260,43,26,57,14,30,557,NA,"2018-10-08 23:27:46",1,0,10,10,0,0,1.13,17
"387",666,"65FEKS",NA,"base","interview","2018-10-08 23:21:03",7,6,6,6,6,6,6,2,47,8,"",5,5,5,1,6,6,7,7,7,5,7,1,1,2,4,NA,NA,NA,NA,38,9,2,-1,-1,16,46,27,30,160,29,21,36,21,17,403,NA,"2018-10-08 23:27:46",1,0,10,10,0,0,1.1,9
"388",667,"TAKU3O",NA,"base","interview","2018-10-09 00:01:52",7,7,5,7,5,7,7,2,32,5,"",5,5,5,5,5,5,5,3,4,3,4,5,7,5,7,NA,NA,NA,NA,38,6,2,1,1,14,95,44,44,137,62,34,41,22,18,511,NA,"2018-10-09 00:10:23",1,0,10,10,0,0,0.83,2
"389",668,"TB9QEY",NA,"base","interview","2018-10-09 00:10:32",5,3,4,6,6,3,7,1,34,8,"",4,5,5,1,5,3,7,6,6,3,5,1,2,1,2,5,5,6,NA,39,2,1,1,-1,15,36,30,28,115,33,25,39,19,3,343,NA,"2018-10-09 00:16:15",1,0,10,10,0,0,1.32,29
"390",670,"NXZM9V",NA,"base","interview","2018-10-09 00:49:17",5,2,4,7,5,5,6,1,35,7,"",4,NA,NA,NA,6,6,6,5,7,6,6,4,4,5,3,7,6,7,6,39,10,2,0,0,5,36,45,NA,137,53,14,75,23,19,407,NA,"2018-10-09 00:56:04",1,0,10,10,0,0,1.16,14
"391",671,"731IYR",NA,"base","interview","2018-10-09 02:44:58",5,6,6,7,6,7,7,2,54,8,"",5,4,4,4,7,7,7,7,3,7,7,7,7,6,5,NA,NA,NA,NA,39,7,2,1,-1,5,22,9,10,11,23,22,44,17,18,181,NA,"2018-10-09 02:47:59",1,0,10,10,0,0,1.99,90
"392",673,"KKMO09",NA,"base","interview","2018-10-09 06:20:39",1,7,2,3,1,1,1,2,31,5,"",3,5,5,1,5,5,7,7,3,6,6,1,1,1,1,NA,NA,NA,NA,39,4,1,-1,-1,10,81,62,29,130,99,39,66,20,39,575,NA,"2018-10-09 06:30:14",1,0,10,10,0,0,0.76,1
"393",674,"BKCD4L",NA,"base","interview","2018-10-09 06:21:51",4,2,3,6,4,5,3,1,69,8,"",5,4,5,1,3,6,7,6,6,4,7,3,4,5,4,NA,NA,NA,NA,39,4,1,-1,-1,37,122,93,69,255,106,56,125,59,10,932,NA,"2018-10-09 06:37:23",1,0,10,10,0,0,0.52,3
"394",675,"2AO9T5",NA,"base","interview","2018-10-09 07:01:08",6,6,3,5,5,7,5,1,52,7,"",4,5,4,5,6,5,7,6,5,7,6,1,3,2,2,NA,NA,NA,NA,39,6,2,1,1,4,23,21,32,105,46,32,63,13,14,353,NA,"2018-10-09 07:07:01",1,0,10,10,0,0,1.37,20
"395",676,"R04PDG",NA,"base","interview","2018-10-09 07:01:34",6,4,5,7,5,5,5,2,27,8,"",4,5,4,4,6,7,6,7,7,5,7,6,7,6,5,5,6,6,4,39,3,1,-1,1,10,41,18,17,68,44,22,43,33,10,306,NA,"2018-10-09 07:06:40",1,0,10,10,0,0,1.33,18
"396",677,"USBBZT",NA,"base","interview","2018-10-09 07:03:55",4,3,4,7,4,6,4,2,32,8,"",4,4,5,5,6,5,7,5,6,4,7,3,5,7,4,NA,NA,NA,NA,39,6,2,1,1,13,74,55,47,213,121,38,64,20,29,674,NA,"2018-10-09 07:15:09",1,0,10,10,0,0,0.68,0
"397",680,"FXYL4J",NA,"base","interview","2018-10-09 07:16:21",3,2,5,7,6,6,7,2,27,8,"",4,NA,NA,NA,6,6,6,6,7,6,7,1,2,1,4,NA,NA,NA,NA,39,5,1,0,0,4,92,39,NA,174,83,18,100,22,8,540,NA,"2018-10-09 07:25:21",1,0,10,10,0,0,1.15,19
"398",681,"EMXZB1",NA,"base","interview","2018-10-09 07:34:28",5,5,5,7,3,5,5,1,46,7,"",5,5,2,1,6,7,7,6,6,6,6,6,5,5,7,NA,NA,NA,NA,40,7,2,1,-1,61,95,72,116,377,96,84,383,60,43,1058,NA,"2018-10-09 07:57:35",1,0,10,10,0,0,0.33,0
"399",682,"QPJ96A",NA,"base","interview","2018-10-09 07:37:34",5,3,5,7,6,7,7,2,70,8,"",4,3,4,3,4,5,6,7,4,6,6,1,2,2,1,NA,NA,NA,NA,40,3,1,-1,1,21,84,23,33,112,49,62,75,28,22,509,NA,"2018-10-09 07:46:03",1,0,10,10,0,0,0.8,2
"400",683,"OXCRDK",NA,"base","interview","2018-10-09 07:38:13",2,6,3,7,4,6,7,2,69,8,"",3,4,2,4,6,2,7,2,1,1,6,4,7,4,4,5,5,5,NA,40,3,1,-1,1,28,51,69,44,193,71,41,78,25,49,649,NA,"2018-10-09 07:49:02",1,0,10,10,0,0,0.62,0
"401",684,"WPK8FQ",NA,"base","interview","2018-10-09 07:49:13",5,2,5,6,5,6,6,1,41,8,"",3,NA,NA,NA,6,7,7,5,7,2,6,1,2,2,3,NA,NA,NA,NA,40,10,2,0,0,15,38,30,NA,137,38,11,54,17,23,363,NA,"2018-10-09 07:55:16",1,0,10,10,0,0,1.18,13
"402",685,"ORU0PS",NA,"base","interview","2018-10-09 07:49:45",6,3,4,7,5,6,6,1,27,7,"",4,4,5,1,6,4,6,6,7,7,7,2,4,3,3,6,5,6,4,40,9,2,-1,-1,79,30,485,24,82,29,17,29,9,15,277,NA,"2018-10-09 08:03:04",1,0,10,10,0,0,1.29,23
"403",686,"TAVXWQ",NA,"base","interview","2018-10-09 09:11:19",7,5,5,6,6,7,5,2,68,8,"",5,5,4,5,6,7,7,7,7,5,6,1,1,1,1,7,7,7,7,40,1,1,1,1,9,64,68,72,137,56,48,112,23,18,607,NA,"2018-10-09 09:21:26",1,0,10,10,0,0,0.73,1
"404",687,"HXPK13",NA,"base","interview","2018-10-09 09:15:57",7,7,6,7,7,7,7,1,59,8,"",5,5,5,5,7,7,7,7,7,7,1,6,7,7,7,NA,NA,NA,NA,40,8,2,-1,1,11,319,46,27,219,43,33,75,18,19,535,NA,"2018-10-09 09:29:27",1,0,10,10,0,0,0.82,2
"405",689,"W53FWS",NA,"base","interview","2018-10-09 09:30:04",4,4,4,4,4,4,4,2,61,5,"",1,1,5,1,6,4,7,6,6,6,6,2,3,6,3,NA,NA,NA,NA,41,9,2,-1,-1,2,27,15,18,11,16,17,36,20,21,183,NA,"2018-10-09 09:33:07",1,0,10,10,0,0,1.94,98
